candidate_store_id,store_name,brand,admin_dong,road_address,jibun_address,longitude,latitude,candidate_public_facility_direction,store_context_exploration_score,score_transit_access,score_public_health_need,score_worker_flow_need,score_site_feasibility_pool,nearest_subway_station_name,nearest_subway_station_distance_m,subway_station_count_500m,subway_station_count_800m,nearest_medical_name,nearest_medical_distance_m,medical_count_500m,medical_count_800m,other_convenience_count_250m,other_convenience_count_500m,nearest_other_convenience_distance_m,nearest_magok_business_axis_name,nearest_magok_business_axis_distance_m,nearest_gimpo_airport_axis_name,nearest_gimpo_airport_axis_distance_m,resident_population,households,avg_household_size,share_20_39_pct,share_60_plus_pct,inbound_to_candidate,outbound_from_candidate,candidate_internal_or_between,final_score,final_rank,source_store_id,sido,sigungu,legal_dong,address,biz_l1,biz_l2,biz_l3,ksic_name,is_known_chain_brand,other_convenience_count_100m,other_convenience_count_800m,medical_count_300m,medical_count_1000m,subway_station_count_300m,subway_station_count_1000m,magok_business_axis_count_500m,magok_business_axis_count_1000m,magok_business_axis_count_1500m,magok_business_axis_count_2000m,gimpo_airport_axis_count_500m,gimpo_airport_axis_count_1000m,gimpo_airport_axis_count_1500m,gimpo_airport_axis_count_2000m
GS_CONV_0236,이마트24마곡,이마트24,가양1동,서울특별시 강서구 공항대로 247,서울특별시 강서구 마곡동 797-1,126.835233769379,37.5593139845563,청년·직장인 생활지원/쉼터형 공공시설,0.6724973437391204,0.521565538048944,0.36944444444444446,0.8982501906764384,0.9007292017866548,발산(5호선),228.9,1,1,오라클피부과의원(마곡점),0.5,133,179,15,39,56.1,발산(5호선),228.9,김포공항(서해선),2757.1,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220812347717,서울특별시,강서구,마곡동,서울특별시 강서구 공항대로 247,소매,종합 소매,편의점,체인화 편의점,True,2,70,84,251,1,3,1,3,4,4,0,0,0,0
GS_CONV_0283,씨유마곡엠팰리체점,CU,가양1동,서울특별시 강서구 마곡동로4길 15,서울특별시 강서구 마곡동 797-10,126.835255294219,37.55981857238,청년·직장인 생활지원/쉼터형 공공시설,0.6711228965570597,0.5129366409654711,0.3666666666666667,0.8962045313549009,0.9086837472412003,발산(5호선),252.3,1,1,오라클피부과의원(마곡점),56.2,132,171,14,40,56.1,발산(5호선),252.3,김포공항(서해선),2754.1,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220812458435,서울특별시,강서구,마곡동,서울특별시 강서구 마곡동로4길 15,소매,종합 소매,편의점,체인화 편의점,True,2,70,90,251,1,3,1,3,4,4,0,0,0,0
GS_CONV_0011,변성호부동산,기타/미분류,가양1동,서울특별시 강서구 마곡동로 62,서울특별시 강서구 마곡동 796-3,126.833895520125,37.560546473908,청년·직장인 생활지원/쉼터형 공공시설,0.6678501224038563,0.5596144820650352,0.3194444444444445,0.8867656239913738,0.9055759391145716,발산(5호선),396.9,1,3,마곡휴연합의원,65.3,115,189,9,40,65.3,발산(5호선),396.9,김포공항(서해선),2629.4,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220808150082,서울특별시,강서구,마곡동,서울특별시 강서구 마곡동로 62,소매,종합 소매,편의점,체인화 편의점,False,1,69,36,239,0,4,1,4,4,4,0,0,0,0
GS_CONV_0313,세븐일레븐마곡호서대기숙사점,세븐일레븐,가양1동,서울특별시 강서구 강서로 399,서울특별시 강서구 마곡동 793-8,126.838670148952,37.5612919112693,청년·직장인 생활지원/쉼터형 공공시설,0.6591085518494528,0.49081126382836077,0.33611111111111114,0.881877211749327,0.9276346207090124,발산(5호선),312.3,1,1,데이뷰의원강서발산점,0.5,121,184,19,40,0.0,발산(5호선),312.3,김포공항(서해선),3047.5,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA0101202301A0040066,서울특별시,강서구,마곡동,서울특별시 강서구 강서로 399,소매,종합 소매,편의점,체인화 편의점,True,1,73,73,211,0,2,1,1,4,4,0,0,0,0
GS_CONV_0305,세븐마곡호서대기숙사점,세븐일레븐,가양1동,서울특별시 강서구 강서로 399,서울특별시 강서구 마곡동 793-8,126.838670148952,37.5612919112693,청년·직장인 생활지원/쉼터형 공공시설,0.6591085518494528,0.49081126382836077,0.33611111111111114,0.881877211749327,0.9276346207090124,발산(5호선),312.3,1,1,데이뷰의원강서발산점,0.5,121,184,19,40,0.0,발산(5호선),312.3,김포공항(서해선),3047.5,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220808321772,서울특별시,강서구,마곡동,서울특별시 강서구 강서로 399,소매,종합 소매,편의점,체인화 편의점,True,1,73,73,211,0,2,1,1,4,4,0,0,0,0
GS_CONV_0185,지에스25마곡,GS25,가양1동,서울특별시 강서구 마곡동로 61,서울특별시 강서구 마곡동 772-8,126.833159685554,37.5606175160608,청년·직장인 생활지원/쉼터형 공공시설,0.6574143990289079,0.5376366074421723,0.3111111111111111,0.883288483902322,0.8976213936600261,발산(5호선),456.5,1,3,마곡휴연합의원,0.0,112,197,8,39,65.3,발산(5호선),456.5,김포공항(서해선),2564.3,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220810479521,서울특별시,강서구,마곡동,서울특별시 강서구 마곡동로 61,소매,종합 소매,편의점,체인화 편의점,True,1,72,29,241,0,4,1,4,4,4,0,0,0,0
GS_CONV_0141,GS25마곡,GS25,가양1동,서울특별시 강서구 마곡중앙로 76,서울특별시 강서구 마곡동 773,126.827501108791,37.5604111652286,청년·직장인 생활지원/쉼터형 공공시설,0.6559201432401114,0.638602078444519,0.21111111111111114,0.9232625299172895,0.8507048534875261,마곡(5호선),182.7,1,3,딱경희한의원,1.9,76,122,7,33,62.9,마곡(5호선),182.7,김포공항(서해선),2067.7,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220809954565,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙로 76,소매,종합 소매,편의점,체인화 편의점,True,1,52,58,221,1,4,1,4,4,4,0,0,0,0
GS_CONV_0050,씨유마곡,CU,가양1동,서울특별시 강서구 마곡중앙6로 10,서울특별시 강서구 마곡동 773-1,126.828214207087,37.5603851750565,청년·직장인 생활지원/쉼터형 공공시설,0.6482921240624493,0.6156654374790479,0.21111111111111114,0.9156870941721121,0.8507048534875261,마곡(5호선),244.9,1,3,포레스트치과의원,0.6,76,124,7,33,62.9,마곡(5호선),244.9,김포공항(서해선),2130.6,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220808448698,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙6로 10,소매,종합 소매,편의점,체인화 편의점,True,1,53,51,250,1,4,1,4,4,4,0,0,0,0
GS_CONV_0472,GS25마곡엘리안점,GS25,가양1동,서울특별시 강서구 강서로 409,서울특별시 강서구 마곡동 793-4,126.838951222104,37.5621662608922,청년·직장인 생활지원/쉼터형 공공시설,0.645585918493806,0.5038250083808247,0.3027777777777778,0.8719699034712455,0.903770984345376,발산(5호선),412.6,1,2,데이뷰의원강서발산점,100.6,109,178,15,37,0.0,발산(5호선),412.6,김포공항(서해선),3072.4,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA0106202308A1284659,서울특별시,강서구,마곡동,서울특별시 강서구 강서로 409,소매,종합 소매,편의점,슈퍼마켓,True,2,74,48,202,0,2,1,1,4,4,0,0,0,0
GS_CONV_0352,지에스25마곡엘리안점,GS25,가양1동,서울특별시 강서구 강서로 409,서울특별시 강서구 마곡동 793-4,126.838951222104,37.5621662608922,청년·직장인 생활지원/쉼터형 공공시설,0.645585918493806,0.5038250083808247,0.3027777777777778,0.8719699034712455,0.903770984345376,발산(5호선),412.6,1,2,데이뷰의원강서발산점,100.6,109,178,15,37,0.0,발산(5호선),412.6,김포공항(서해선),3072.4,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA0101202307A0044751,서울특별시,강서구,마곡동,서울특별시 강서구 강서로 409,소매,종합 소매,편의점,체인화 편의점,True,2,74,48,202,0,2,1,1,4,4,0,0,0,0
GS_CONV_0087,네이처애비뉴,기타/미분류,가양1동,서울특별시 강서구 마곡중앙6로 21,서울특별시 강서구 마곡동 771-4,126.82961663774,37.5608286951995,청년·직장인 생활지원/쉼터형 공공시설,0.6445242134791666,0.6179114984914515,0.22777777777777777,0.9002275023929702,0.8321800752544669,마곡(5호선),374.4,1,4,서울디아치과의원,0.8,82,173,9,28,0.0,마곡(5호선),374.4,김포공항(서해선),2251.2,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220811511869,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙6로 21,소매,종합 소매,편의점,체인화 편의점,False,2,60,20,259,0,4,1,4,4,4,0,0,0,0
GS_CONV_0325,세븐마곡이너매스점,세븐일레븐,가양1동,서울특별시 강서구 마곡중앙6로 21,서울특별시 강서구 마곡동 771-4,126.82961663774,37.5608286951995,청년·직장인 생활지원/쉼터형 공공시설,0.6445242134791666,0.6179114984914515,0.22777777777777777,0.9002275023929702,0.8321800752544669,마곡(5호선),374.4,1,4,서울디아치과의원,0.8,82,173,9,28,0.0,마곡(5호선),374.4,김포공항(서해선),2251.2,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA0101202211A0069058,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙6로 21,소매,종합 소매,편의점,체인화 편의점,True,2,60,20,259,0,4,1,4,4,4,0,0,0,0
GS_CONV_0453,세븐일레븐발산신화점,세븐일레븐,우장산동,서울특별시 강서구 강서로 360,서울특별시 강서구 내발산동 653,126.838394959143,37.5576965604941,생활건강·돌봄 상담형 공공시설,0.6418423144848779,0.5620918538384178,0.6583333333333334,0.5432977137347741,0.8036463570329864,발산(5호선),119.0,1,1,서울영상의학과의원,0.3,129,181,11,40,0.0,발산(5호선),119.0,김포공항(서해선),3055.6,43635.0,17444.0,2.501433157532676,24.50097398877048,23.16947404606394,13356.805625,8045.507777777778,5394.36125,43.44745871606118,3.0,MA0101202505A0046196,서울특별시,강서구,내발산동,서울특별시 강서구 강서로 360,소매,종합 소매,편의점,섬유; 의복; 신발 및 가죽제품 중개업,True,2,65,89,227,1,1,1,1,4,4,0,0,0,0
GS_CONV_0110,세븐발산신화점,세븐일레븐,우장산동,서울특별시 강서구 강서로 360,서울특별시 강서구 내발산동 653,126.838394959143,37.5576965604941,생활건강·돌봄 상담형 공공시설,0.6418423144848779,0.5620918538384178,0.6583333333333334,0.5432977137347741,0.8036463570329864,발산(5호선),119.0,1,1,서울영상의학과의원,0.3,129,181,11,40,0.0,발산(5호선),119.0,김포공항(서해선),3055.6,43635.0,17444.0,2.501433157532676,24.50097398877048,23.16947404606394,13356.805625,8045.507777777778,5394.36125,43.44745871606118,3.0,MA010120220809877779,서울특별시,강서구,내발산동,서울특별시 강서구 강서로 360,소매,종합 소매,편의점,체인화 편의점,True,2,65,89,227,1,1,1,1,4,4,0,0,0,0
GS_CONV_0353,씨유이대서울장례식장점,CU,발산1동,서울특별시 강서구 공항대로 260,서울특별시 강서구 마곡동 808,126.836268171256,37.5572701620535,청년·직장인 생활지원/쉼터형 공공시설,0.6396497904580538,0.5350251424740194,0.37777777777777777,0.701478059762236,0.9443181818181818,발산(5호선),192.4,1,1,이화여자대학교의과대학부속서울병원,1.0,136,178,9,37,0.0,발산(5호선),192.4,김포공항(서해선),2878.0,,,,,,21796.30875,12452.342142857144,8676.1075,70.341443247091,1.0,MA0101202303A0021715,서울특별시,강서구,마곡동,서울특별시 강서구 공항대로 260,소매,종합 소매,편의점,체인화 편의점,True,1,70,64,282,1,2,1,1,4,4,0,0,0,0
GS_CONV_0310,비지에프리테일이대서울,기타/미분류,발산1동,서울특별시 강서구 공항대로 260,서울특별시 강서구 마곡동 808,126.836268171256,37.5572701620535,청년·직장인 생활지원/쉼터형 공공시설,0.6396497904580538,0.5350251424740194,0.37777777777777777,0.701478059762236,0.9443181818181818,발산(5호선),192.4,1,1,이화여자대학교의과대학부속서울병원,1.0,136,178,9,37,0.0,발산(5호선),192.4,김포공항(서해선),2878.0,,,,,,21796.30875,12452.342142857144,8676.1075,70.341443247091,1.0,MA010120220807006048,서울특별시,강서구,마곡동,서울특별시 강서구 공항대로 260,소매,종합 소매,편의점,체인화 편의점,False,1,70,64,282,1,2,1,1,4,4,0,0,0,0
GS_CONV_0240,이마트24마곡파인,이마트24,가양1동,서울특별시 강서구 마곡중앙8로5길 11,서울특별시 강서구 마곡동 791-5,126.837095588737,37.561902426346,청년·직장인 생활지원/쉼터형 공공시설,0.6373640269177889,0.46920214549111633,0.33611111111111114,0.8807234693242139,0.8634193817447143,발산(5호선),370.9,1,1,라움한의원,0.9,121,161,11,38,143.0,발산(5호선),370.9,김포공항(서해선),2908.4,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220808144720,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙8로5길 11,소매,종합 소매,편의점,체인화 편의점,True,0,71,54,212,0,3,1,2,4,4,0,0,0,0
GS_CONV_0256,지에스25S9,GS25,공항동,서울특별시 강서구 방화동로 30,서울특별시 강서구 공항동 산 20-2,126.810493420523,37.5635475852734,청년·직장인 생활지원/쉼터형 공공시설,0.6366347751905531,0.8964968152866242,0.425,0.6469309640171341,0.5781113214584541,공항시장(9호선),25.7,2,7,좋은치과의원,36.4,45,67,4,20,123.3,마곡(5호선),1370.2,김포공항(서해선),599.8,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA010120220806679384,서울특별시,강서구,공항동,서울특별시 강서구 방화동로 30,소매,종합 소매,편의점,체인화 편의점,True,0,38,35,89,2,8,0,0,1,3,0,5,5,5
GS_CONV_0410,이마트24서울창업엠,이마트24,가양1동,서울특별시 강서구 마곡중앙8로 14,서울특별시 강서구 마곡동 771-1,126.828947592782,37.5613863451524,청년·직장인 생활지원/쉼터형 공공시설,0.6314463386814051,0.5819979886020785,0.21111111111111114,0.9055486711812207,0.8271275838312101,마곡(5호선),336.2,2,3,그래한의원,49.6,76,147,4,31,85.6,마곡(5호선),336.2,김포공항(서해선),2190.4,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA0101202409A0192895,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙8로 14,소매,종합 소매,편의점,체인화 편의점,True,2,58,13,250,0,4,2,4,4,4,0,0,0,0
GS_CONV_0195,씨유뉴공항１호점,CU,공항동,서울특별시 강서구 송정로 70,서울특별시 강서구 공항동 53-15,126.809968019149,37.5609608842042,청년·직장인 생활지원/쉼터형 공공시설,0.6301472180025958,0.8401508548441168,0.4166666666666667,0.6495002822634561,0.6142710682361432,송정(5호선),178.5,2,7,송정치과의원,23.4,42,47,9,23,86.9,마곡(5호선),1367.2,김포공항(서해선),523.7,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA010120220800484610,서울특별시,강서구,공항동,서울특별시 강서구 송정로 70,소매,종합 소매,편의점,체인화 편의점,True,3,37,23,71,1,8,0,0,1,3,0,5,5,5
GS_CONV_0345,세븐마곡열린점,세븐일레븐,발산1동,서울특별시 강서구 공항대로 242,서울특별시 강서구 마곡동 801-1,126.834330174788,37.5584838036659,청년·직장인 생활지원/쉼터형 공공시설,0.6283890145712892,0.49737512571237014,0.38333333333333336,0.6978704998018768,0.9349770994375761,발산(5호선),294.5,1,1,셀앤케이의원,0.5,138,205,11,38,51.2,발산(5호선),294.5,김포공항(서해선),2688.6,,,,,,21796.30875,12452.342142857144,8676.1075,70.341443247091,1.0,MA0101202303A0100676,서울특별시,강서구,마곡동,서울특별시 강서구 공항대로 242,소매,종합 소매,편의점,체인화 편의점,True,2,71,43,258,1,3,1,3,4,4,0,0,0,0
GS_CONV_0021,씨유이웰메디파크점,CU,발산1동,서울특별시 강서구 마곡중앙4로 74,서울특별시 강서구 마곡동 801-7,126.834920029449,37.5578809623624,청년·직장인 생활지원/쉼터형 공공시설,0.6262561177878998,0.5119409989943011,0.37777777777777777,0.6996333961633072,0.9156722982162129,발산(5호선),255.0,1,1,엠밸리한의원,0.6,136,197,9,37,84.8,발산(5호선),255.0,김포공항(서해선),2749.7,,,,,,21796.30875,12452.342142857144,8676.1075,70.341443247091,1.0,MA010120220812147328,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙4로 74,소매,종합 소매,편의점,체인화 편의점,True,1,72,51,270,1,2,1,2,4,4,0,0,0,0
GS_CONV_0499,이마트24마곡,이마트24,발산1동,서울특별시 강서구 공항대로 236,서울특별시 강서구 마곡동 801,126.83375284956,37.5585370519451,청년·직장인 생활지원/쉼터형 공공시설,0.6246177757258502,0.5286791820315119,0.36388888888888893,0.6947895689090603,0.9111134630739399,발산(5호선),345.2,1,2,바른메디내과의원,0.5,131,201,12,35,51.2,발산(5호선),345.2,김포공항(서해선),2637.3,,,,,,21796.30875,12452.342142857144,8676.1075,70.341443247091,1.0,MA0106202512A1413833,서울특별시,강서구,마곡동,서울특별시 강서구 공항대로 236,소매,종합 소매,편의점,슈퍼마켓,True,1,73,36,249,0,3,1,3,4,4,0,0,0,0
GS_CONV_0466,씨유발산,CU,우장산동,서울특별시 강서구 강서로 348,서울특별시 강서구 내발산동 657,126.838079410717,37.5570744406471,생활건강·돌봄 상담형 공공시설,0.6202682780375541,0.542068387529333,0.6694444444444445,0.5388414661149105,0.7307188140615286,발산(5호선),173.3,1,1,강서바른이치과교정과치과의원,0.5,133,175,8,34,74.6,발산(5호선),173.3,김포공항(서해선),3039.0,43635.0,17444.0,2.501433157532676,24.50097398877048,23.16947404606394,13356.805625,8045.507777777778,5394.36125,43.44745871606118,3.0,MA0101202412A0005950,서울특별시,강서구,내발산동,서울특별시 강서구 강서로 348,소매,종합 소매,편의점,기타 음ㆍ식료품 위주 종합 소매업,True,2,67,63,242,1,2,1,1,4,4,0,0,0,0
GS_CONV_0323,씨유마곡사이언,CU,가양1동,서울특별시 강서구 마곡중앙6로 42,서울특별시 강서구 마곡동 774-9,126.832085601289,37.5601114356851,청년·직장인 생활지원/쉼터형 공공시설,0.6194375909128486,0.5141837076768354,0.20555555555555555,0.8802334608718654,0.8777776395471378,발산(5호선),520.1,0,3,대선한의원,53.5,74,203,9,36,53.4,발산(5호선),520.1,김포공항(서해선),2473.1,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA0101202301A0084064,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙6로 42,소매,종합 소매,편의점,체인화 편의점,True,2,76,31,250,0,4,0,4,4,4,0,0,0,0
GS_CONV_0116,세븐송정로점,세븐일레븐,공항동,서울특별시 강서구 송정로 60,서울특별시 강서구 공항동 53-58,126.810162507251,37.5601412911009,청년·직장인 생활지원/쉼터형 공공시설,0.6185563402807754,0.7832182366744888,0.3972222222222222,0.6501585594028527,0.6436263428235383,송정(5호선),197.3,2,6,송정한의원,22.4,35,46,11,23,0.0,마곡(5호선),1347.4,김포공항(서해선),561.8,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA010120220806362872,서울특별시,강서구,공항동,서울특별시 강서구 송정로 60,소매,종합 소매,편의점,체인화 편의점,True,2,36,23,64,1,8,0,0,1,3,0,5,5,5
